Organisaatio,Y-tunnus,Myöntämisvuosi,Avustus €,Laina €,EAKR-rahoitus €,Tutkimusrahoitus €,Yhteensä €
Gribbing Oy,2750668-5,2017,50 000,0,0,0,50 000
Gribbing Oy,2750668-5,2019,0,285 000,0,0,285 000
Gribbing Oy,2750668-5,2020,100 000,0,0,0,100 000
Grid Solutions Oy,1558237-3,2022,1 282 000,0,0,0,1 282 000
Griffin Refineries Oy,2749508-2,2018,0,4 500 000,0,0,4 500 000
Grillikeisarit Oy,2610599-4,2020,10 000,0,0,0,10 000
Grim VFX OY,2862562-7,2020,10 000,0,0,0,10 000
Grimla Oy,3017963-8,2019,6 200,0,0,0,6 200
GRIP ROSE OY,2774171-4,2018,50 000,0,0,0,50 000
Grip Solutions Oy,3315933-3,2023,0,0,0,0,0
Gripster Oy,3127145-2,2024,4 500,0,0,0,4 500
GRIT Rahastoyhtiö Oy,1830022-0,2020,90 000,0,0,0,90 000
GRK Infra Oy,0533768-1,2020,737 100,0,0,0,737 100
GRK Infra Oyj,0533768-1,2022,1 877 575,0,0,0,1 877 575
GRK Suomi Oy,2810844-3,2022,1 963 500,0,0,0,1 963 500
GRM-services Oy,2738190-7,2016,182 000,0,0,0,182 000
GRM-services Oy,2738190-7,2019,6 200,0,0,0,6 200
GRM-services Oy,2738190-7,2020,160 000,0,0,0,160 000
GRM-services Oy,2738190-7,2022,115 600,0,0,0,115 600
GRM-services Oy,2738190-7,2023,40 000,0,0,0,40 000
GRM-services Oy,2738190-7,2024,40 000,0,0,0,40 000
Grocialist Oy,2569141-8,2015,33 000,0,0,0,33 000
Grocialist Oy,2569141-8,2020,10 000,0,0,0,10 000
Groke Technologies Oy,3092837-9,2019,800 000,0,0,0,800 000
Groke Technologies Oy,3092837-9,2020,3 650 000,0,0,0,3 650 000
Groke Technologies Oy,3092837-9,2021,1 766 974,0,0,0,1 766 974
Groke Technologies Oy,3092837-9,2022,378 300,0,0,0,378 300
Groke Technologies Oy,3092837-9,2024,231 864,0,0,0,231 864
Grolea Oy,3211451-2,2022,5 000,0,0,0,5 000
Gronlund Palvelut Oy,2703798-9,2020,100 000,0,0,0,100 000
GROOVES & STUFF Oy,3009766-7,2020,10 000,0,0,0,10 000
Grosvenor & Lönnrot Oy,3253860-6,2022,5 000,0,0,0,5 000
Groundec Oy,3121096-7,2025,60 000,0,0,0,60 000
Groundfunding Oyj,2734546-3,2016,46 700,0,0,0,46 700
GROUP BUILDER OY,2498051-7,2015,50 000,0,0,0,50 000
GROUP BUILDER OY,2498051-7,2017,0,201 000,0,0,201 000
GROUP BUILDER OY,2498051-7,2018,30 000,0,0,0,30 000
GROUP BUILDER OY,2498051-7,2020,10 000,222 000,0,0,232 000
GROUP BUILDER OY,2498051-7,2021,50 000,0,0,0,50 000
GROUP BUILDER OY,2498051-7,2022,662 112,0,0,0,662 112
GROUP BUILDER OY,2498051-7,2023,40 000,0,0,0,40 000
GROUP BUILDER OY,2498051-7,2025,156 973,0,0,0,156 973
Group Builder Oy,2498051-7,2013,0,245 000,0,0,245 000
Group Nordica Finland Oy,2766167-7,2020,9 500,0,0,0,9 500
GroupSunday Oy,3481138-9,2025,0,56 354,0,0,56 354
GrowBiz Oy,3176792-5,2022,5 000,0,0,0,5 000
Groweo Oy,3256882-1,2023,60 000,0,0,0,60 000
Growflow - Kasvuvirta Oy,2487994-5,2019,20 000,0,0,0,20 000
Growflow - Kasvuvirta Oy,2487994-5,2020,124 960,226 200,0,0,351 160
Growflow - Kasvuvirta Oy,2487994-5,2021,10 500,0,0,0,10 500
Growit Infra Oy,2681320-2,2020,70 200,0,0,0,70 200
Growity Oy,3238631-5,2022,5 000,0,0,0,5 000
Growman Oy,1980140-6,2020,10 000,0,0,0,10 000
GrowMore Oy,2187217-4,2020,10 000,0,0,0,10 000
GrowMore Oy,2187217-4,2021,4 960,0,0,0,4 960
Growsperity Oy,2769283-6,2020,9 680,0,0,0,9 680
GrowStep Oy,2799387-4,2020,64 100,0,0,0,64 100
Growth & Innovation Partner Oy,2984653-6,2021,50 000,0,0,0,50 000
Growth Hacking Partners Oy,2889394-7,2019,6 200,0,0,0,6 200
Growth Tribe Finland Oy,2869205-3,2020,96 537,0,0,0,96 537
Growthsetters Oy,2711472-9,2016,49 800,0,0,0,49 800
Growthsetters Oy,2711472-9,2017,47 200,0,0,0,47 200
Growthsetters Oy,2711472-9,2020,5 500,0,0,0,5 500
GRREEN DESI OY,3173328-2,2020,4 960,0,0,0,4 960
Grundium Oy,2716521-9,2016,149 500,0,0,0,149 500
Grundium Oy,2716521-9,2017,0,203 000,0,0,203 000
Grundium Oy,2716521-9,2018,0,950 000,0,0,950 000
Grundium Oy,2716521-9,2020,350 000,0,0,0,350 000
Grundium Oy,2716521-9,2022,15 135,0,0,0,15 135
Grundium Oy,2716521-9,2023,574 200,0,0,0,574 200
Grutech Oy,1028117-6,2020,98 160,0,0,0,98 160
Grymmin satuja Oy,3289176-8,2024,4 500,0,0,0,4 500
Grynos Oy,2208124-3,2020,99 528,0,0,0,99 528
Grünstein Team Oy,1492185-5,2015,0,1 012 000,0,0,1 012 000
Gryphem AI Oy,3446874-4,2024,4 500,0,0,0,4 500
Grön taste Oy,2628369-4,2020,45 000,0,0,0,45 000
GS Auto- ja Konehuolto Oy,2966356-1,2020,7 500,0,0,0,7 500
GS-Fur Oy,1456516-8,2020,96 528,0,0,0,96 528
GS1 Finland Oy,1068648-0,2010,227 000,0,0,0,227 000
GS1 Finland Oy,1068648-0,2015,244 000,0,0,0,244 000
GS1 Finland Oy,1068648-0,2020,100 000,0,0,0,100 000
GS1 Finland Oy,1068648-0,2022,600 000,0,0,0,600 000
GS1 Finland Oy,1068648-0,2024,480 000,0,0,0,480 000
GS1 Finland Oy,1068648-0,2025,142 500,0,0,0,142 500
GSD Nordic Oy,2899038-4,2020,110 000,0,0,0,110 000
GSGroup Finland Oy,0973454-5,2020,44 924,0,0,0,44 924
GT Group Oy,2954978-5,2020,25 000,0,0,0,25 000
GT Performance Oy,2991660-2,2022,5 000,0,0,0,5 000
GTC Studio Oy,3327347-8,2023,60 000,0,0,0,60 000
GTF Finland Oy,2872691-1,2020,100 000,0,0,0,100 000
GTFO Ventures Oy,2460821-3,2012,50 000,0,0,0,50 000
GTFO Ventures Oy,2460821-3,2013,49 200,0,0,0,49 200
GTH Invest Oy,2832174-6,2020,110 000,0,0,0,110 000
gTIE Oy,2554351-1,2013,95 000,0,0,0,95 000
GTSE Technologies Oy,2470611-2,2022,5 000,0,0,0,5 000
Guanyue Oy,2854003-3,2020,10 000,0,0,0,10 000
Guardian Technologies Oy,2686239-7,2015,28 300,0,0,0,28 300
GuardianX Technologies Oy,2686239-7,2018,40 900,0,0,0,40 900
Gubbe Sydänystävä Oy,2949014-6,2020,50 000,0,0,0,50 000
Gubbe Sydänystävä Oy,2949014-6,2021,104 600,0,0,0,104 600
Gubbe Sydänystävä Oy,2949014-6,2023,250 000,0,0,0,250 000
Gubben Company Oy,3103709-2,2020,10 000,0,0,0,10 000
Gugguu Oy,2508855-5,2017,23 700,0,0,0,23 700
Gugguu Oy,2508855-5,2018,15 242,0,0,0,15 242
Gugguu Oy,2508855-5,2020,100 000,0,0,0,100 000
Gugguu Oy,2508855-5,2021,50 000,0,0,0,50 000
Gugguu Oy,2508855-5,2023,0,267 600,0,0,267 600
Gulmi Oy,2265667-6,2020,50 000,0,0,0,50 000
Gummerus Kiinteistöt Oy,1446039-0,2022,5 595,0,0,0,5 595
Gummerus Kustannus Oy,0482813-9,2020,100 000,0,0,0,100 000
Gundog Finland Oy,3300045-3,2023,6 000,0,0,0,6 000
Guolbba Oy,2581391-3,2019,6 200,0,0,0,6 200
Guolbba Oy,2581391-3,2020,99 652,0,0,0,99 652
Gurans Oy,2410902-7,2020,10 000,0,0,0,10 000
GURU Entertainment & Security Oy,2010914-2,2020,100 000,0,0,0,100 000
Guru Nanak Oy,2840001-4,2020,10 000,0,0,0,10 000
GURU SECURITY OY,2511528-5,2020,100 000,0,0,0,100 000
Gurufield Oy,2382615-5,2015,50 000,0,0,0,50 000
Gurufield Oy,2382615-5,2019,45 625,0,0,0,45 625
Gurufield Oy,2382615-5,2021,20 000,0,0,0,20 000
Gurulogic Microsystems Oy,1732699-8,2012,146 000,146 000,0,0,292 000
Gurumedia Oy,2688672-7,2021,4 960,0,0,0,4 960
GuruSolutions Oy,2730674-7,2016,49 500,160 000,0,0,209 500
Gurux Oy,1473767-9,2010,0,103 000,0,0,103 000
Gurux Oy,1473767-9,2013,64 000,0,0,0,64 000
Gustavelund Oy,0742046-2,2017,14 400,0,0,0,14 400
Gustavelund Oy,0742046-2,2018,21 600,0,0,0,21 600
Gustavelund Oy,0742046-2,2020,100 000,0,0,0,100 000
Gusto Partners Oy,1992847-4,2020,9 952,0,0,0,9 952
Gusto Run In Oy,2819344-9,2020,50 880,0,0,0,50 880
Gut Guide Oy,2436893-4,2011,100 000,0,0,0,100 000
Gut Guide Oy,2436893-4,2013,87 700,0,0,0,87 700
Gut Studio Oy,2782184-5,2020,100 000,0,0,0,100 000
Gutly Foods Oy,3123202-3,2020,4 960,0,0,0,4 960
Gutsy Animations Oy,2780008-3,2017,2 157 000,0,0,0,2 157 000
Gutsy Animations Oy,2780008-3,2019,468 105,0,0,0,468 105
Gutsy Animations Oy,2780008-3,2020,1 087 528,0,0,0,1 087 528
Gutsy Animations Oy,2780008-3,2022,854 799,0,0,0,854 799
Gutsy Animations Oy,2780008-3,2023,507 235,0,0,0,507 235
Gutsy Animations Oy,2780008-3,2024,9 400,0,0,0,9 400
Gutsy Media Oy,2743496-8,2016,49 800,0,0,0,49 800
Gutsy Pictures Oy,3489904-2,2025,53 728,0,0,0,53 728
Gutta Oy,1720244-2,2011,21 871,0,0,0,21 871
Gutz Racing Oy,2971481-6,2023,6 000,0,0,0,6 000
Guud Invest Oy,2272583-8,2020,76 700,0,0,0,76 700
GVK Coating Technology Oy,0135945-3,2021,46 800,0,0,0,46 800
GVK Coating Technology Oy,0135945-3,2023,165 000,0,0,0,165 000
GVT-Group Oy,2382074-9,2017,95 000,0,0,0,95 000
GVT-Group Oy,2382074-9,2018,0,320 000,0,0,320 000
GWM-Systems Oy Ltd,1025313-2,2013,93 350,0,0,0,93 350
GWP Europe oy,2251006-0,2020,10 000,0,0,0,10 000
Gylling Accounting Oy,0153648-0,2016,152 000,0,0,0,152 000
Gylling Advisory Oy,2725185-4,2021,4 960,0,0,0,4 960
Gym Fortis Oy,2341205-9,2020,9 040,0,0,0,9 040
Gymba Oy,2087940-3,2018,50 000,0,0,0,50 000
Gymba Oy,2087940-3,2020,4 960,0,0,0,4 960
Gymba Oy,2087940-3,2023,2 993,0,0,0,2 993
Gymba Oy,2087940-3,2024,6 514,0,0,0,6 514
GYMNATION Sportswear Oy,2889513-3,2020,72 480,0,0,0,72 480
Gymrail Concept Oy,3121742-1,2021,54 960,0,0,0,54 960
Gymroller Finland Oy,3433091-3,2024,4 500,0,0,0,4 500
Gymstick International Oy,1799954-3,2020,11 400,0,0,0,11 400
Gymstick liikuntapalvelut Oy,2139409-6,2018,6 200,0,0,0,6 200
Gymstick liikuntapalvelut Oy,2139409-6,2020,41 541,0,0,0,41 541
gälliwashere Oy,2653911-9,2018,50 000,0,0,0,50 000
Göreme-Pizza-Kebab Oy,1026177-3,2020,10 000,0,0,0,10 000
Gösta Serlachius konststiftelse - Gösta Serlachiuksen taidesäätiö sr,0151144-3,2021,20 360,0,0,0,20 360
H & F Admin Corporation Oy,0908881-1,2020,91 680,0,0,0,91 680
H & H Advisors Oy,2853508-2,2018,6 200,0,0,0,6 200
H & H Advisors Oy,2853508-2,2020,28 400,0,0,0,28 400
H & I Romppanen,2809350-1,2020,10 000,0,0,0,10 000
H Laitinen Ky,1807571-3,2020,10 000,0,0,0,10 000
H-Equity Oy,2083608-3,2016,6 200,0,0,0,6 200
H-Line Oy,0861860-6,2020,59 280,0,0,0,59 280
H-MUSTIKKA OY,3207018-5,2022,5 000,0,0,0,5 000
H-Team Mobile om. Teuvo Hänninen,1004294-1,2010,5 304,0,0,0,5 304
H. ja T. Jukarainen,1567533-4,2020,60 000,0,0,0,60 000
H. Kanto Oy,1048947-9,2020,100 000,183 400,0,0,283 400
H. Soini-Yhtiöt Oy,1734169-6,2020,20 000,0,0,0,20 000
H. Vesala Oy,0200859-1,2017,58 500,0,0,0,58 500
H. Vesala Oy,0200859-1,2020,59 235,0,0,0,59 235
H.E.T.K.I Hair and Beauty Oy,3318872-4,2023,6 000,0,0,0,6 000
H.T.P palvelut Oy,0894638-6,2020,10 000,0,0,0,10 000
H&B Rakennus-Saneeraus Oy,2801246-8,2020,95 400,0,0,0,95 400
H&H Holding Oy,2542724-6,2020,99 600,0,0,0,99 600
H&H Rakennuslogistiikka Länsi-Suomi Oy,2032233-0,2020,100 000,0,0,0,100 000
H&H Steel OY,2695728-1,2021,2 965,0,0,0,2 965
H&H Tuontikiinteistöt Oy,2585050-3,2017,5 575,0,0,0,5 575
H&V Konserni Oy,2827275-3,2020,10 000,0,0,0,10 000
H&W Biotech Oy,3167013-8,2024,295 800,0,0,0,295 800
H2 Preventive Health Solutions Oy,3108481-7,2020,4 960,0,0,0,4 960
H2 Ravintolat Oy,2579622-8,2023,6 000,0,0,0,6 000
H2 Wellbeing Oy,2201474-5,2010,99 000,0,0,0,99 000
H2 Wellbeing Oy,2201474-5,2011,49 900,88 000,0,0,137 900
H2 Wellbeing Oy,2201474-5,2012,249 900,0,0,0,249 900
H2 Wellbeing Oy,2201474-5,2013,375 000,54 000,0,0,429 000
H2 Wellbeing Oy,2201474-5,2014,187 000,0,0,0,187 000
H2O Nordic Pool Systems Oy Ltd,2849424-1,2022,10 000,0,0,0,10 000
H5 Ravintolat Oy,2916903-7,2020,81 760,0,0,0,81 760
Ha-Ki-Kor Oy,1464230-3,2020,94 720,0,0,0,94 720
HA-TEX Oy,2676461-5,2016,6 200,0,0,0,6 200
HA-TEX Oy,2676461-5,2017,6 000,0,0,0,6 000
HA-TEX Oy,2676461-5,2020,10 000,0,0,0,10 000
HaaCon Oy,3154595-1,2022,19 050,0,0,0,19 050
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2015,0,0,0,727 871,727 871
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2016,117 000,0,0,328 000,445 000
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2018,0,0,0,44 117,44 117
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2019,0,0,0,352 832,352 832
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2021,0,0,0,106 900,106 900
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2022,0,0,0,14 600,14 600
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2023,125 094,0,0,350 000,475 094
Haaga-Helia ammattikorkeakoulu Oy,2029188-8,2025,0,0,0,1 790 904,1 790 904
HAAGA-HELIA Oy Ab,2029188-8,2010,0,0,0,193 600,193 600
HAAGA-HELIA Oy Ab,2029188-8,2011,0,0,0,108 000,108 000
HAAGA-HELIA Oy Ab,2029188-8,2012,63 100,0,0,142 800,205 900
HAAGA-HELIA Oy Ab,2029188-8,2013,0,0,0,327 000,327 000
HAAGA-HELIA Oy Ab,2029188-8,2014,0,0,0,743 728,743 728
Haagan Toimistoristikko Oy,0119292-1,2023,12 450,0,0,0,12 450
Haahtela HR Oy,0897430-1,2020,100 000,0,0,0,100 000
Haahtela-Kehitys Oy,0864430-2,2011,26 280,0,0,0,26 280
Haahtela-kehitys Oy,0864430-2,2021,567 809,0,0,0,567 809
Haahtela-kehitys Oy,0864430-2,2022,507 380,0,0,0,507 380
Haahtela-kehitys Oy,0864430-2,2024,365 970,0,0,0,365 970
Haahtela-kehitys Oy,0864430-2,2025,114 036,0,0,0,114 036
HAAPA-LINE OY,2421051-2,2020,34 800,0,0,0,34 800
Haapa-Sähkö Oy,0696257-7,2020,10 000,0,0,0,10 000
Haapajoki Oy,2391832-4,2020,10 000,0,0,0,10 000
Haapajärven Ha-Sa Oy,0743403-9,2018,40 390,0,0,0,40 390
Haapajärven Ha-Sa Oy,0743403-9,2019,10 000,0,0,0,10 000
Haapajärven Kome Oy,0568745-4,2020,106 749,0,0,0,106 749
Haapajärven Kome Oy,0568745-4,2022,89 700,0,0,0,89 700
Haapajärven Lämpö Oy,0356019-3,2019,29 125,0,0,0,29 125
Haapajärven Lämpö Oy,0356019-3,2022,181 000,0,0,0,181 000
Haapajärven Työkalu ja Kone Oy,1896325-1,2020,10 000,0,0,0,10 000
Haapala BnB Oy,2796948-7,2020,10 000,0,0,0,10 000
HAAPALAINEN SUUTARIJÄÄSKÖ DANCE STUDIOS Oy,2702345-6,2020,34 944,0,0,0,34 944
HAAPALAINEN SUUTARIJÄÄSKÖ DANCE STUDIOS Oy,2702345-6,2021,50 000,0,0,0,50 000
Haapamäen Höyryveturipuisto Oy,3099316-2,2020,6 400,0,0,0,6 400
Haapaniemen Maansiirto Oy,0841599-9,2020,100 000,0,0,0,100 000
Haapaniemen Matkailu Oy,2031380-5,2020,10 000,0,0,0,10 000
Haapaniemi Kalle Tapio,3141380-1,2023,7 200,0,0,0,7 200
Haapasora Oy,0796619-0,2020,97 500,0,0,0,97 500
Haapaveden Ha-Sa Oy,1057164-0,2019,14 675,0,0,0,14 675
Haapaveden Puukaluste Oy,9210457-8,2020,60 000,0,0,0,60 000
Haapaveden Varaosapojat Oy,3013274-1,2023,6 000,0,0,0,6 000
Haaranen & Koivisto Oy,3236119-3,2024,4 500,0,0,0,4 500
Haarautuva Polku Oy,2772887-8,2019,6 200,0,0,0,6 200
Haarla Oy,0779980-4,2014,0,230 300,0,0,230 300
Haarla Oy,0779980-4,2015,148 700,0,0,0,148 700
Haarla Oy,0779980-4,2020,84 800,0,0,0,84 800
Haarnio Oy,0131784-3,2016,58 100,0,0,0,58 100
Haarnio Oy,0131784-3,2020,110 000,0,0,0,110 000
Haarnio Oy,0131784-3,2023,5 464,0,0,0,5 464
Haaro Group Oy,2172427-8,2020,100 000,0,0,0,100 000
HaaS Advisors Oy,3391132-9,2024,4 500,0,0,0,4 500
Haataja Forest Oy,2379007-6,2020,56 160,0,0,0,56 160
Haave Oy,1109953-6,2011,182 000,0,0,0,182 000
Haave Oy,1109953-6,2015,75 000,0,0,0,75 000
Haave Oy,1109953-6,2020,9 360,0,0,0,9 360
Haavemaa Oy,2632464-4,2020,4 960,0,0,0,4 960
Haawe Oy,0891134-3,2020,100 000,0,0,0,100 000
HABA Group Oy,2519103-4,2015,50 000,0,0,0,50 000
HABAGROUP Oy,2936673-5,2020,20 000,0,0,0,20 000
HABAGROUP Oy,2936673-5,2021,50 000,0,0,0,50 000
Habakuk International Trade Connections Oy,1066165-4,2011,0,112 000,0,0,112 000
Habisol Oy,0799728-8,2020,10 000,0,0,0,10 000
Habita Finland Oy,0980183-2,2020,100 000,0,0,0,100 000
Habita International Estates Oy Ltd,0758223-4,2018,60 000,0,0,0,60 000
Habita International Estates Oy Ltd,0758223-4,2019,9 750,0,0,0,9 750
Habita International Estates Oy Ltd,0758223-4,2020,96 000,0,0,0,96 000
Habitaio Oy,3436074-1,2024,4 500,0,0,0,4 500
HABS kuntoutus rehabilitering oy,2188035-0,2020,30 000,0,0,0,30 000
Habu Oy,2650124-1,2020,10 000,0,0,0,10 000
Hackberry Finland Oy,3147485-8,2024,4 500,0,0,0,4 500
HAFORES Oy,2871394-2,2019,6 200,0,0,0,6 200
HAFORES Oy,2871394-2,2020,17 280,0,0,0,17 280
Hagalund Trotters Oy,2443205-1,2020,9 000,0,0,0,9 000
Hagarell Invest Oy,2623428-6,2023,6 000,0,0,0,6 000
Hagfin Oy,2794038-5,2020,36 040,0,0,0,36 040
Hagson-Provitek Oy,0955716-3,2020,10 000,0,0,0,10 000
Hahmota Oy,2396329-9,2014,29 000,0,0,0,29 000
Hahtila Oy,3009675-2,2021,4 960,0,0,0,4 960
Hahto Music Oy Ltd,3207340-7,2024,4 500,0,0,0,4 500
Hai Xiang Oy,2829706-1,2020,10 000,0,0,0,10 000
Haidion Oy,2846588-9,2020,106 150,0,0,0,106 150
Haidion Oy,2846588-9,2022,55 000,0,0,0,55 000
Haidion Software Oy,3255160-8,2024,0,695 940,0,0,695 940
Haikara Corp Oy,2716727-3,2016,89 000,0,0,0,89 000
Haikara Corp Oy,2716727-3,2017,0,533 000,0,0,533 000
Hail Mary Oy,3163033-9,2024,4 500,0,0,0,4 500
Hailer Oy,2772571-4,2018,0,252 000,0,0,252 000
Hailer Oy,2772571-4,2019,50 000,0,0,0,50 000
Hailer Oy,2772571-4,2020,99 998,0,0,0,99 998
Hailia Nordic Oy,3153018-6,2023,0,276 000,0,0,276 000
Hailia Nordic Oy,3153018-6,2024,57 600,0,0,0,57 600
Hailuodon Panimo Oy,2746988-8,2020,76 338,0,0,0,76 338
Haipakka Oy,2135569-5,2020,19 120,0,0,0,19 120
Haipeli Oy,0949840-7,2020,26 400,0,0,0,26 400
Haippi Oy,2645381-7,2020,10 000,0,0,0,10 000
Hair by Ironia Oy,2690742-8,2020,10 000,0,0,0,10 000
Hair by Pomada Oy,1847104-6,2020,7 453,0,0,0,7 453
Hair Design 5 Oy,2151330-7,2020,9 969,0,0,0,9 969
Hair Illusia Oy,2815195-1,2020,10 000,0,0,0,10 000
Hair-Eka Oy,2341110-1,2020,9 950,0,0,0,9 950
Hairdesign Tampere Oy,2384531-3,2018,6 200,0,0,0,6 200
Hairdesign Tampere Oy,2384531-3,2020,67 000,0,0,0,67 000
Hairmail Oy,0927969-3,2017,70 600,0,0,0,70 600
Hairmail Oy,0927969-3,2018,60 000,0,0,0,60 000
Hairmail Oy,0927969-3,2020,77 200,0,0,0,77 200
Hairmail Oy,0927969-3,2021,3 600,0,0,0,3 600
Hairman Mikko Korpela Oy,2867941-4,2020,40 000,0,0,0,40 000
Hairstop Oy,0662590-9,2020,10 000,0,0,0,10 000
HairVation Oy,2813826-3,2018,6 200,0,0,0,6 200
HairVation Oy,2813826-3,2020,10 000,0,0,0,10 000
Hairzie Oy,3171119-8,2021,4 960,0,0,0,4 960
Haituva Innovations Oy,2569433-6,2015,49 900,0,0,0,49 900
Haituva Innovations Oy,2569433-6,2016,0,139 000,0,0,139 000
Haituva Innovations Oy,2569433-6,2017,0,140 000,0,0,140 000
Hajatek Oy,0926125-8,2020,100 000,0,0,0,100 000
Hajime Solutions Oy,2693655-2,2018,6 200,0,0,0,6 200
Hajime Solutions Oy,2693655-2,2020,8 270,0,0,0,8 270
HAK Yhtiöt Oy,2936191-8,2022,3 259,0,0,0,3 259
Haka Center Oy,0662834-1,2020,124 960,0,0,0,124 960
HaKa Solutions Oy,3018044-4,2019,6 200,0,0,0,6 200
Haka-Laskenta Oy,0936247-0,2020,9 600,0,0,0,9 600
Hakalantien Korjaamo Oy,2365480-8,2021,8 040,0,0,0,8 040
HakaLattiat Oy,2905615-5,2023,6 000,0,0,0,6 000
Hakamaan lammastila Oy,2952353-4,2019,6 200,0,0,0,6 200
Hakamaan lammastila Oy,2952353-4,2020,9 400,0,0,0,9 400
Hakametsän Eläinlääkäripalvelu Oy,0809711-8,2020,77 200,0,0,0,77 200
Hakaniemi Design Company Oy Ltd,2890447-4,2022,5 000,0,0,0,5 000
Hakaradio Oy,0182254-0,2020,74 408,0,0,0,74 408
Hakasen Leipomo Oy,0593803-0,2020,14 960,0,0,0,14 960
Hakema Solutions Oy,2399634-9,2012,47 800,0,0,0,47 800
Hakema Solutions Oy,2399634-9,2014,50 000,0,0,0,50 000
Haketuspalvelu Pesonen Oy,2417161-3,2020,100 000,0,0,0,100 000
Haki-Muovi Oy HK,1006321-6,2014,22 750,0,0,0,22 750
Haki-Muovi Oy HK,1006321-6,2018,6 200,0,0,0,6 200
Hakla Oy,3161500-8,2023,5 130,0,0,0,5 130
Haklog Ky,2466982-5,2020,4 960,0,0,0,4 960
Hakola Huonekalu Oy,0947263-7,2016,2 550,0,0,0,2 550
Hakola Huonekalu Oy,0947263-7,2020,105 354,0,0,0,105 354
Hakonen Solutions Oy,2207997-9,2013,228 719,0,0,0,228 719
Hakonen Solutions Oy,2207997-9,2018,256 100,0,0,0,256 100
Hakonen Solutions Oy,2207997-9,2020,99 500,0,0,0,99 500
Hakoniemi Luova tila Ky,2984267-4,2020,10 000,0,0,0,10 000
Hakosalo Innovations Oy,3007171-5,2020,4 960,0,0,0,4 960
Hakosalo Oy,3007168-6,2020,61 750,0,0,0,61 750
Hakosalo Software Oy,2201468-1,2016,6 200,0,0,0,6 200
Haksa Oy,2332210-9,2020,100 000,0,0,0,100 000
Halax Oy,2568860-6,2019,10 000,0,0,0,10 000
Halax Oy Finland,2568860-6,2014,0,138 750,0,0,138 750
Halax Oy Finland,2568860-6,2017,50 000,0,0,0,50 000
Halenius Holding Oy,2305450-3,2016,6 200,0,0,0,6 200
Halflike Oy,2635269-6,2015,49 800,0,0,0,49 800
Halikko Steel Oy,2733110-9,2016,6 200,0,0,0,6 200
Halikko Steel Oy,2733110-9,2020,50 400,0,0,0,50 400
Halikko Steel Oy,2733110-9,2023,19 800,0,0,0,19 800
Halikko Works Oy,1979715-2,2010,26 813,0,0,0,26 813
Halikon Rautavalu Oy,0845562-4,2020,19 000,0,0,0,19 000
Halimo Oy,3135817-9,2020,4 960,0,0,0,4 960
HaliPuu Pocket Forests Oy,2946104-6,2018,6 200,0,0,0,6 200
HaliPuu Pocket Forests Oy,2946104-6,2019,50 000,0,0,0,50 000
Hallaus Oy,2455599-1,2017,6 200,0,0,0,6 200
Hallirakenne J. Kuisma Oy,0839525-4,2018,6 200,0,0,0,6 200
Hallivuori Works Oy,3146861-8,2023,6 000,0,0,0,6 000
Halltex Oy,0706897-2,2020,94 400,0,0,0,94 400
Halmako Oy,2504344-5,2020,10 000,0,0,0,10 000
HALO FROM NORTH OY,2799102-7,2017,4 440,0,0,0,4 440
HALO FROM NORTH OY,2799102-7,2018,3 447,0,0,0,3 447
HALO FROM NORTH OY,2799102-7,2020,93 696,0,0,0,93 696
HALO FROM NORTH OY,2799102-7,2021,50 000,0,0,0,50 000
HALO FROM NORTH OY,2799102-7,2022,48 788,0,0,0,48 788
HaloKodit Oy,2953588-5,2019,6 200,0,0,0,6 200
Haloya Oy,2222816-1,2011,33 840,0,0,0,33 840
Halpakauppa Marko Kankaanpää Oy,1572294-6,2021,27 800,0,0,0,27 800
Halsing Oy,2418054-4,2020,10 000,0,0,0,10 000
Halt Oy,2062088-0,2020,100 000,0,0,0,100 000
Halti Oy,1896680-7,2015,31 500,0,0,0,31 500
Haltiakoti Oy,2817323-7,2020,100 000,0,0,0,100 000
Haltian Empathic Building Oy,3156517-8,2020,1 779 480,0,0,0,1 779 480
Haltian Oy,2495206-5,2013,99 000,0,0,0,99 000
Haltian Oy,2495206-5,2014,113 000,1 470 000,0,0,1 583 000
Haltian Oy,2495206-5,2015,239 000,489 000,0,0,728 000
Haltian Oy,2495206-5,2016,225 000,0,0,0,225 000
Haltian Oy,2495206-5,2017,47 200,0,0,0,47 200
Haltian Oy,2495206-5,2018,21 588,306 600,0,0,328 188
Haltian Oy,2495206-5,2019,120 252,530 000,0,0,650 252
Haltian Oy,2495206-5,2020,20 020,0,0,0,20 020
Haltian Oy,2495206-5,2021,50 000,0,0,0,50 000
Haltian Oy,2495206-5,2022,1 253 600,0,0,0,1 253 600
Haltian Oy,2495206-5,2023,691 779,0,0,0,691 779
Haltian Oy,2495206-5,2025,282 100,0,0,0,282 100
Haltica Oy,2190235-3,2018,49 700,0,0,0,49 700
Haltija Group Oy,2412395-3,2019,10 000,0,0,0,10 000
Haltija Group Oy,2412395-3,2020,80 647,0,0,0,80 647
